#,Subject,0,Item,0,Condition,0,Word,#,#,#,#,RT,#,#
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,0,Annak,x-x-x,0,yes,889,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",889
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,1,a,e,1,yes,918,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",918
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,2,"lehet_sŽge,","tartalmaz—,",0,yes,749,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",749
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,3,hogy,Žven,0,yes,605,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",605
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,4,a,‡,1,yes,1164,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",1164
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,5,katona,j‡rtam,0,yes,1019,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",1019
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,6,megbocs‡tana,magass‡gukat,1,yes,1099,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",1099
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,7,a,—,1,yes,883,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",883
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,8,"terrorist‡nak,","t‡volugr‡sban,",1,yes,1300,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",1300
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,9,felkeltette,hat—anyagok,0,yes,1494,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",1494
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,10,a,_,0,yes,544,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",544
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,11,parancsok,utaz‡ssal,0,yes,1204,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",1204
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,159,0,Filler,51,12,figyelmŽt.,integr‡lt.,0,yes,1193,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",1193
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,93,0,Expt-A,21,0,A,x-x-x,0,yes,554,"A rendez_, aki megzavarta a j‡tŽkost a kv’z kšzben, megv‡laszolta a kŽrdŽst.",554
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,93,0,Expt-A,21,1,"rendez_,","fekszik,",0,yes,799,"A rendez_, aki megzavarta a j‡tŽkost a kv’z kšzben, megv‡laszolta a kŽrdŽst.",799
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,93,0,Expt-A,21,2,aki,cŽl,0,yes,928,"A rendez_, aki megzavarta a j‡tŽkost a kv’z kšzben, megv‡laszolta a kŽrdŽst.",928
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,93,0,Expt-A,21,3,megzavarta,szakm‡kban,0,yes,1959,"A rendez_, aki megzavarta a j‡tŽkost a kv’z kšzben, megv‡laszolta a kŽrdŽst.",1959
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,93,0,Expt-A,21,4,a,‡,1,yes,693,"A rendez_, aki megzavarta a j‡tŽkost a kv’z kšzben, megv‡laszolta a kŽrdŽst.",693
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,93,0,Expt-A,21,5,j‡tŽkost,ŽlmŽnyek,0,yes,930,"A rendez_, aki megzavarta a j‡tŽkost a kv’z kšzben, megv‡laszolta a kŽrdŽst.",930
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,93,0,Expt-A,21,6,a,_,1,yes,1250,"A rendez_, aki megzavarta a j‡tŽkost a kv’z kšzben, megv‡laszolta a kŽrdŽst.",1250
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,93,0,Expt-A,21,7,kv’z,pasa,1,yes,1228,"A rendez_, aki megzavarta a j‡tŽkost a kv’z kšzben, megv‡laszolta a kŽrdŽst.",1228
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,93,0,Expt-A,21,8,"kšzben,","fognak,",0,yes,755,"A rendez_, aki megzavarta a j‡tŽkost a kv’z kšzben, megv‡laszolta a kŽrdŽst.",755
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,93,0,Expt-A,21,9,megv‡laszolta,megmondhat—ja,1,yes,1912,"A rendez_, aki megzavarta a j‡tŽkost a kv’z kšzben, megv‡laszolta a kŽrdŽst.",1912
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,93,0,Expt-A,21,10,a,—,1,yes,995,"A rendez_, aki megzavarta a j‡tŽkost a kv’z kšzben, megv‡laszolta a kŽrdŽst.",995
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,93,0,Expt-A,21,11,kŽrdŽst.,kŸlšnšs.,0,yes,1048,"A rendez_, aki megzavarta a j‡tŽkost a kv’z kšzben, megv‡laszolta a kŽrdŽst.",1048
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,174,0,Filler,66,0,KŽrdŽses,x-x-x,0,yes,1600,"KŽrdŽses volt, hogy kitud—dik-e, hogy a bank‡r megvesztegette a b’r—t.",1600
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,174,0,Filler,66,1,"volt,","idei,",0,yes,621,"KŽrdŽses volt, hogy kitud—dik-e, hogy a bank‡r megvesztegette a b’r—t.",621
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,174,0,Filler,66,2,hogy,hiba,1,yes,704,"KŽrdŽses volt, hogy kitud—dik-e, hogy a bank‡r megvesztegette a b’r—t.",704
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,174,0,Filler,66,3,"kitud—dik-e,","kšzterein-e,",1,yes,1829,"KŽrdŽses volt, hogy kitud—dik-e, hogy a bank‡r megvesztegette a b’r—t.",1829
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,174,0,Filler,66,4,hogy,lŽv_,1,yes,679,"KŽrdŽses volt, hogy kitud—dik-e, hogy a bank‡r megvesztegette a b’r—t.",679
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,174,0,Filler,66,5,a,—,0,yes,684,"KŽrdŽses volt, hogy kitud—dik-e, hogy a bank‡r megvesztegette a b’r—t.",684
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,174,0,Filler,66,6,bank‡r,‡pol—i,0,yes,2079,"KŽrdŽses volt, hogy kitud—dik-e, hogy a bank‡r megvesztegette a b’r—t.",2079
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,174,0,Filler,66,7,megvesztegette,megbeteg’theti,1,yes,4485,"KŽrdŽses volt, hogy kitud—dik-e, hogy a bank‡r megvesztegette a b’r—t.",4485
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,174,0,Filler,66,8,a,‡,0,yes,620,"KŽrdŽses volt, hogy kitud—dik-e, hogy a bank‡r megvesztegette a b’r—t.",620
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,174,0,Filler,66,9,b’r—t.,kšhšg.,0,yes,869,"KŽrdŽses volt, hogy kitud—dik-e, hogy a bank‡r megvesztegette a b’r—t.",869
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,45,0,Expt-A,9,0,A,x-x-x,0,yes,619,"A katona, aki ut‡lta a tisztet a kezdetek —ta, ‡tvette a kitŸntetŽst.",619
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,45,0,Expt-A,9,1,"katona,","alapul,",1,yes,963,"A katona, aki ut‡lta a tisztet a kezdetek —ta, ‡tvette a kitŸntetŽst.",963
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,45,0,Expt-A,9,2,aki,tŽr,1,yes,760,"A katona, aki ut‡lta a tisztet a kezdetek —ta, ‡tvette a kitŸntetŽst.",760
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,45,0,Expt-A,9,3,ut‡lta,sz_r_n,1,no,1419,"A katona, aki ut‡lta a tisztet a kezdetek —ta, ‡tvette a kitŸntetŽst.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,45,0,Expt-A,9,4,a,‡,1,no,,"A katona, aki ut‡lta a tisztet a kezdetek —ta, ‡tvette a kitŸntetŽst.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,45,0,Expt-A,9,5,tisztet,kšrœtra,0,no,,"A katona, aki ut‡lta a tisztet a kezdetek —ta, ‡tvette a kitŸntetŽst.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,45,0,Expt-A,9,6,a,—,0,no,,"A katona, aki ut‡lta a tisztet a kezdetek —ta, ‡tvette a kitŸntetŽst.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,45,0,Expt-A,9,7,kezdetek,jegyeket,1,no,,"A katona, aki ut‡lta a tisztet a kezdetek —ta, ‡tvette a kitŸntetŽst.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,45,0,Expt-A,9,8,"—ta,","tv,",0,no,,"A katona, aki ut‡lta a tisztet a kezdetek —ta, ‡tvette a kitŸntetŽst.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,45,0,Expt-A,9,9,‡tvette,pr—b‡ra,0,no,,"A katona, aki ut‡lta a tisztet a kezdetek —ta, ‡tvette a kitŸntetŽst.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,45,0,Expt-A,9,10,a,_,1,no,,"A katona, aki ut‡lta a tisztet a kezdetek —ta, ‡tvette a kitŸntetŽst.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,45,0,Expt-A,9,11,kitŸntetŽst.,v‡laszoltak.,0,no,,"A katona, aki ut‡lta a tisztet a kezdetek —ta, ‡tvette a kitŸntetŽst.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,0,A,x-x-x,0,yes,563,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",563
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,1,karmester,elkezdtŸk,0,yes,1814,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",1814
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,2,azt,r‡m,0,yes,740,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",740
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,3,"hitte,","eseti,",1,yes,639,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",639
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,4,hogy,cikk,1,yes,605,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",605
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,5,a,e,0,yes,494,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",494
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,6,f_pr—b‡t,b‡mulnak,0,yes,898,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",898
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,7,kšvet_en,hat‡lyos,1,yes,620,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",620
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,8,a,‡,1,yes,824,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",824
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,9,teljes,voltak,1,yes,1144,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",1144
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,10,zenekar,alapj‡n,1,yes,671,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",671
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,11,egyŸtt,mšgštt,0,yes,848,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",848
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,12,fogja,angol,0,yes,795,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",795
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,13,a,—,0,yes,549,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",549
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,14,koncertterem,diszcipl’n‡k,1,yes,1024,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",1024
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,15,padl—j‡t,kirakj‡k,1,yes,1913,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",1913
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,171,0,Filler,63,16,felmosni.,dobhatod.,0,yes,850,"A karmester azt hitte, hogy a f_pr—b‡t kšvet_en a teljes zenekar egyŸtt fogja a koncertterem padl—j‡t felmosni.",850
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,18,0,Expt-B,2,0,A,x-x-x,0,yes,491,"A terapeuta, aki a kardiol—gust megv‡dolta a m_tŽt ut‡n, leellen_rizte az iratokat.",491
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,18,0,Expt-B,2,1,"terapeuta,","hib‡j‡b—l,",1,yes,2298,"A terapeuta, aki a kardiol—gust megv‡dolta a m_tŽt ut‡n, leellen_rizte az iratokat.",2298
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,18,0,Expt-B,2,2,aki,’rt,1,yes,754,"A terapeuta, aki a kardiol—gust megv‡dolta a m_tŽt ut‡n, leellen_rizte az iratokat.",754
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,18,0,Expt-B,2,3,a,‡,1,yes,665,"A terapeuta, aki a kardiol—gust megv‡dolta a m_tŽt ut‡n, leellen_rizte az iratokat.",665
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,18,0,Expt-B,2,4,kardiol—gust,ingadoz‡ssal,0,yes,1004,"A terapeuta, aki a kardiol—gust megv‡dolta a m_tŽt ut‡n, leellen_rizte az iratokat.",1004
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,18,0,Expt-B,2,5,megv‡dolta,nevezhetik,0,yes,879,"A terapeuta, aki a kardiol—gust megv‡dolta a m_tŽt ut‡n, leellen_rizte az iratokat.",879
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,18,0,Expt-B,2,6,a,_,1,yes,620,"A terapeuta, aki a kardiol—gust megv‡dolta a m_tŽt ut‡n, leellen_rizte az iratokat.",620
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,18,0,Expt-B,2,7,m_tŽt,eljšn,0,yes,694,"A terapeuta, aki a kardiol—gust megv‡dolta a m_tŽt ut‡n, leellen_rizte az iratokat.",694
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,18,0,Expt-B,2,8,"ut‡n,","nev_,",0,yes,610,"A terapeuta, aki a kardiol—gust megv‡dolta a m_tŽt ut‡n, leellen_rizte az iratokat.",610
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,18,0,Expt-B,2,9,leellen_rizte,install‡ci—ja,0,yes,1098,"A terapeuta, aki a kardiol—gust megv‡dolta a m_tŽt ut‡n, leellen_rizte az iratokat.",1098
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,18,0,Expt-B,2,10,az,‡t,1,yes,690,"A terapeuta, aki a kardiol—gust megv‡dolta a m_tŽt ut‡n, leellen_rizte az iratokat.",690
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,18,0,Expt-B,2,11,iratokat.,lŽtes’t_.,1,yes,1253,"A terapeuta, aki a kardiol—gust megv‡dolta a m_tŽt ut‡n, leellen_rizte az iratokat.",1253
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,157,0,Filler,49,0,Annak,x-x-x,0,yes,714,"Annak a val—sz’n_sŽge, hogy az —v—n_ elaltatn‡ a nagycsoportost, nem tœl nagy.",714
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,157,0,Filler,49,1,a,e,0,yes,663,"Annak a val—sz’n_sŽge, hogy az —v—n_ elaltatn‡ a nagycsoportost, nem tœl nagy.",663
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,157,0,Filler,49,2,"val—sz’n_sŽge,","šsszegy_jteni,",0,no,984,"Annak a val—sz’n_sŽge, hogy az —v—n_ elaltatn‡ a nagycsoportost, nem tœl nagy.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,157,0,Filler,49,3,hogy,jštt,1,no,,"Annak a val—sz’n_sŽge, hogy az —v—n_ elaltatn‡ a nagycsoportost, nem tœl nagy.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,157,0,Filler,49,4,az,Žn,0,no,,"Annak a val—sz’n_sŽge, hogy az —v—n_ elaltatn‡ a nagycsoportost, nem tœl nagy.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,157,0,Filler,49,5,—v—n_,rabul,1,no,,"Annak a val—sz’n_sŽge, hogy az —v—n_ elaltatn‡ a nagycsoportost, nem tœl nagy.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,157,0,Filler,49,6,elaltatn‡,rŽcefŽlŽk,1,no,,"Annak a val—sz’n_sŽge, hogy az —v—n_ elaltatn‡ a nagycsoportost, nem tœl nagy.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,157,0,Filler,49,7,a,‡,1,no,,"Annak a val—sz’n_sŽge, hogy az —v—n_ elaltatn‡ a nagycsoportost, nem tœl nagy.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,157,0,Filler,49,8,"nagycsoportost,","r—zsaszirmokat,",1,no,,"Annak a val—sz’n_sŽge, hogy az —v—n_ elaltatn‡ a nagycsoportost, nem tœl nagy.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,157,0,Filler,49,9,nem,d’j,1,no,,"Annak a val—sz’n_sŽge, hogy az —v—n_ elaltatn‡ a nagycsoportost, nem tœl nagy.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,157,0,Filler,49,10,tœl,s_t,0,no,,"Annak a val—sz’n_sŽge, hogy az —v—n_ elaltatn‡ a nagycsoportost, nem tœl nagy.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,157,0,Filler,49,11,nagy.,als—.,0,no,,"Annak a val—sz’n_sŽge, hogy az —v—n_ elaltatn‡ a nagycsoportost, nem tœl nagy.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,165,0,Filler,57,0,A,x-x-x,0,yes,449,"A l‡togat— az ir‡nt Žrdekl_dštt, hogy a mœzeum vas‡rnaponkŽnt is nyitva tart-e.",449
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,165,0,Filler,57,1,l‡togat—,m_kšdnek,1,yes,1507,"A l‡togat— az ir‡nt Žrdekl_dštt, hogy a mœzeum vas‡rnaponkŽnt is nyitva tart-e.",1507
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,165,0,Filler,57,2,az,šv,0,yes,770,"A l‡togat— az ir‡nt Žrdekl_dštt, hogy a mœzeum vas‡rnaponkŽnt is nyitva tart-e.",770
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,165,0,Filler,57,3,ir‡nt,senki,0,yes,2008,"A l‡togat— az ir‡nt Žrdekl_dštt, hogy a mœzeum vas‡rnaponkŽnt is nyitva tart-e.",2008
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,165,0,Filler,57,4,"Žrdekl_dštt,","berendezŽsi,",0,yes,634,"A l‡togat— az ir‡nt Žrdekl_dštt, hogy a mœzeum vas‡rnaponkŽnt is nyitva tart-e.",634
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,165,0,Filler,57,5,hogy,uni—,1,yes,580,"A l‡togat— az ir‡nt Žrdekl_dštt, hogy a mœzeum vas‡rnaponkŽnt is nyitva tart-e.",580
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,165,0,Filler,57,6,a,—,0,yes,694,"A l‡togat— az ir‡nt Žrdekl_dštt, hogy a mœzeum vas‡rnaponkŽnt is nyitva tart-e.",694
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,165,0,Filler,57,7,mœzeum,melyik,0,yes,759,"A l‡togat— az ir‡nt Žrdekl_dštt, hogy a mœzeum vas‡rnaponkŽnt is nyitva tart-e.",759
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,165,0,Filler,57,8,vas‡rnaponkŽnt,be‡ll’t‡sokkal,1,yes,1374,"A l‡togat— az ir‡nt Žrdekl_dštt, hogy a mœzeum vas‡rnaponkŽnt is nyitva tart-e.",1374
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,165,0,Filler,57,9,is,—l,1,yes,734,"A l‡togat— az ir‡nt Žrdekl_dštt, hogy a mœzeum vas‡rnaponkŽnt is nyitva tart-e.",734
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,165,0,Filler,57,10,nyitva,lettek,0,yes,710,"A l‡togat— az ir‡nt Žrdekl_dštt, hogy a mœzeum vas‡rnaponkŽnt is nyitva tart-e.",710
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,165,0,Filler,57,11,tart-e.,vesz-e.,0,no,1328,"A l‡togat— az ir‡nt Žrdekl_dštt, hogy a mœzeum vas‡rnaponkŽnt is nyitva tart-e.",
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,13,0,Expt-A,1,0,A,x-x-x,0,yes,648,"A dikt‡tor, aki megut‡lta a szakad‡rt az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",648
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,13,0,Expt-A,1,1,"dikt‡tor,","vŽgeztŸk,",0,yes,900,"A dikt‡tor, aki megut‡lta a szakad‡rt az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",900
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,13,0,Expt-A,1,2,aki,Žve,0,yes,869,"A dikt‡tor, aki megut‡lta a szakad‡rt az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",869
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,13,0,Expt-A,1,3,megut‡lta,fetrengek,0,yes,980,"A dikt‡tor, aki megut‡lta a szakad‡rt az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",980
,,,,,,,,,,,,,,
1744125523,361709ad622a5348855c12e4d9aacb4a,Maze,13,0,Expt-A,1,4,a,‡,0,yes,474,"A dikt‡tor, aki megut‡lta a szakad‡rt az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",474
,,,,,,,,,,,,,,
